DENOMINACION,TIPOVIA,PARTICULA,NOMBREVIA,DISTRITO,X,Y,GRADOACCESIBILIDAD,LINEAS
ANTONIO LOPEZ-VADO,Calle,de,Antonio López,12.0,441025.0,4470893.0,T,"23, 123, N12"
ANTONIO LOPEZ-SOCUELLAMOS,Calle,de,Antonio López,12.0,441054.0,4470508.0,T,"23, 123, N12"
"SAN MARIO,8",Calle,de,San Mario,12.0,441380.0,4470067.0,T,"23, 78, 123, N12"
ESTAFETA-NAVASCUES,Calle,de la,Estafeta,12.0,441325.0,4469558.0,T,"23, 78, 123"
ESTAFETA-AV.SAN FERMIN,Calle,de la,Estafeta,12.0,441338.0,4469372.0,T,"23, 78, 123, N12"
AV.MORATALAZ-PZA.ENCUENTRO,Avda,de,Moratalaz,14.0,444963.0,4473247.0,T,32
AV.MORATALAZ-Cº VINATEROS,Avda,de,Moratalaz,14.0,445247.0,4473396.0,T,32
AV.MORATALAZ Nº 180 -COLEGIO SENARA,Avda,de,Moratalaz,14.0,445568.0,4473559.0,T,32
MEJIA LEQUERICA-HORTALEZA,Calle,de,Mejía Lequerica,1.0,440943.0,4475513.0,T,37
GRAL.ALVAREZ CASTRO-Gª PAREDES,Calle,del,General Álvarez de Castro,7.0,440515.0,4476656.0,T,149
GRAL.ALVAREZ CASTRO-JOSE ABASCAL,Calle,del,General Álvarez de Castro,7.0,440523.0,4476849.0,T,149
ALCALA-MATEO GARCIA,Calle,de,Alcalá,15.0,444717.0,4476156.0,T,"38, N5"
Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,Paseo,de la,Ermita del Santo,11.0,438628.0,4472962.0,T,50
AMPOSTA-POBLADURA VALLE,Calle,de los,Gremios,20.0,447483.0,4475342.0,T,"38, 48, 165, 167, N6"
AMPOSTA-TEJEDORES,Calle,de,Amposta,20.0,447304.0,4475634.0,T,38
ALBERIQUE-ALBAIDA,Calle,de,Alberique,20.0,447468.0,4475753.0,T,38
ALBERIQUE-HELLIN,Calle,de,Alberique,20.0,447718.0,4475797.0,T,38
AV.ARCENTALES-AV.CANILLEJAS,Avda,de,Arcentales,20.0,448230.0,4476358.0,T,"38, 140, 167"
POBLADURA VALLE-ALCONERA,Calle,de,Pobladura del Valle,20.0,447660.0,4475521.0,T,"48, 167, N6"
AMPOSTA-POBLADURA VALLE,Calle,de,Amposta,20.0,447446.0,4475317.0,T,"38, 48, 165, 167, N6"
POBLADURA VALLE-SAN ROMAN VALLE,Calle,de la,Joyería,20.0,447219.0,4475160.0,T,"38, 48, 167, N6"
POBLADURA VALLE-ARCOS JALON,Calle,de,Pobladura del Valle,20.0,447001.0,4475043.0,T,"38, 48, 165, 167, N6"
MERCAMADRID-CARNICAS,Calle, ,Eje 3-2,18.0,443340.0,4468038.0,T,T32
LUIS HOYOS SAINZ-FTE.CARRANTONA,Calle,de,Luis de Hoyos Sáinz,14.0,446233.0,4472966.0,T,32
VALDEBERNARDO-LUIS HOYOS SAINZ,Calle,de,Valdebernardo,14.0,446508.0,4472897.0,T,32
PRINCIPE DE VERGARA-FRANCISCO SILVELA,Calle,del,Príncipe de Vergara,5.0,442514.0,4476978.0,T,"29, 52"
VELAZQUEZ-DIEGO DE LEON,Calle,de,Velázquez,4.0,442161.0,4476414.0,T,"9, 19, 51, N4"
LOPEZ DE HOYOS-FCO.SILVELA,Calle,de,López de Hoyos,5.0,442357.0,4477035.0,T,9
FDEZ.DE LOS RIOS-VALLEHERMOSO,Calle,de,Fernández de los Ríos,7.0,439975.0,4476498.0,T,"16, 61"
AV.RAMON Y CAJAL-AV.LA PAZ,Avda,de,Ramón y Cajal,15.0,444050.0,4478519.0,T,"9, 72, 73, 120, N2"
LOPEZ DE HOYOS-CAÑAS,Calle,de,López de Hoyos,15.0,444078.0,4478871.0,T,"9, 53, 72, 73, N2"
LOPEZ DE HOYOS-GTA.LUIS ROSALES,Calle,de,López de Hoyos,16.0,444633.0,4479939.0,T,"9, 72"
LOPEZ DE HOYOS-GRAN VIA DE HORTALEZA,Calle,de,López de Hoyos,16.0,444756.0,4480127.0,T,"9, 72, N2"
MAR CASPIO-PZA.SANTOS DE LA HUMOSA ,Calle,del,Mar Caspio,16.0,445180.0,4480714.0,T,"9, 72, 107, N2"
MAR DE LAS ANTILLAS-MAR NEGRO,Calle,del,Mar de las Antillas,16.0,445416.0,4480783.0,T,"9, 107"
SANTA ADELA-SANTA SUSANA,Calle,de,Santa Adela,16.0,445192.0,4481342.0,T,9
SANTA SUSANA-MAR DE LAS ANTILLAS,Calle,de,Santa Susana,16.0,445281.0,4481043.0,T,9
ASCAO-GUTIERRE DE CETINA,Calle,de,Ascao,15.0,445700.0,4475858.0,T,"28, 109, N6"
FCO.SILVELA-PADILLA,Calle,de,Francisco Silvela,4.0,443140.0,4476036.0,T,"12, 43, 48, 56, 210, C1, NC1"
CONDESA VENADITO-ARTURO SORIA,Calle,de la,Condesa de Venadito,15.0,445016.0,4477752.0,T,"11, N3"
TORRELAGUNA-JOSE SILVA,Calle,de,Torrelaguna,15.0,444089.0,4478488.0,T,53
FCO.SILVELA-AV.AMERICA,Calle,de,Francisco Silvela,4.0,442685.0,4476668.0,T,"12, 72, 73, C1, NC1"
ARTURO SORIA-LOPEZ DE HOYOS,Calle,de,Arturo Soria,15.0,444118.0,4479153.0,T,"9, 11, 70, 72, 73, N2, N3"
LOPEZ DE HOYOS-PEDRO SALINAS,Calle,de,López de Hoyos,15.0,444054.0,4478858.0,T,"9, 53, 72, 73, N2"
AV.RAMON Y CAJAL-AV.LA PAZ,Avda,de,Ramón y Cajal,15.0,444044.0,4478542.0,T,"9, 72, 73, 120, N2"
LOPEZ DE HOYOS-CLARA DEL REY,Calle,de,López de Hoyos,5.0,443508.0,4477977.0,T,"9, 73, N2"
LOPEZ DE HOYOS-CARDENAL SILICEO,Calle,de,López de Hoyos,5.0,443144.0,4477662.0,T,"9, 73, N2"
LOPEZ DE HOYOS-FCO.SILVELA,Calle,de,López de Hoyos,5.0,442333.0,4477050.0,T,9
SERRANO-MARIA DE MOLINA,Calle,de,Serrano,5.0,441897.0,4476825.0,T,"9, 16, 19, 51, N1"
SERRANO-MALDONADO,Calle,de,Serrano,4.0,441861.0,4476348.0,T,"9, 19, 51, N4"
PZA.CANOVAS DEL CASTILLO,Calle,de,Cervantes,1.0,441184.0,4474258.0,T,"1, 10, 14, 27, 34, 37, 45, C03, N10, N11, N12, N13, N14, N15, N17, N25, N26, N9"
Pº PRADO-PZA.PLATERIA MTNEZ.,Paseo,del,Prado,1.0,441274.0,4473974.0,T,"1, 10, 14, 27, 34, 37, 45, C03, N10, N11, N12, N13, N14, N15, N17, N25, N26, N9"
Pº PRADO-ATOCHA,Paseo,del,Prado,1.0,441342.0,4473687.0,T,"1, 10, 14, 27, 34, 37, 45, C03, E1, N10, N11, N12, N13, N14, N15, N17, N25, N26, N9"
Pº REINA CRISTINA-ANDRES TORREJON,Paseo,de la,Reina Cristina,3.0,442288.0,4473358.0,T,"10, 14, 26, 32, C2, N9, NC2"
CAVANILLES-PZA.MARIANO CAVIA,Calle,de,Cavanilles,3.0,442580.0,4473342.0,T,10
CAVANILLES-ABTAO,Parti,de,Cavanilles,3.0,442791.0,4473213.0,T,10
DR.ESQUERDO-CAVANILLES,Calle,del,Doctor Esquerdo,3.0,443043.0,4473028.0,T,"10, 56, 156"
MONTE IGUELDO-MARIA BOSCH,Avda,del,Monte Igueldo,13.0,443421.0,4472232.0,T,"10, 24, 111, 310"
ARROYO OLIVAR-MONTE PERDIDO,Calle,del,Arroyo del Olivar,13.0,443919.0,4471697.0,T,10
ARROYO OLIVAR-C.MARTIN ALVAREZ,Calle,del,Arroyo del Olivar,13.0,444018.0,4471630.0,T,10
AV.SENECA-TRV. ANTONIO NEBRIJA,Avda,de,Séneca,9.0,438396.0,4476597.0,T,U
RAMIREZ DE PRADO-VARA DE REY,Calle,de,Ramírez de Prado,2.0,441672.0,4472514.0,T,8
MENDEZ ALVARO-MENESES,Calle,de,Méndez Álvaro,2.0,442143.0,4472351.0,T,"8, 102, 152, N11, N13"
AV.CDAD.BARCELONA-LUIS MITJANS,Avda,de la,Ciudad de Barcelona,3.0,443063.0,4472556.0,T,"8, 10, 24, 37, 54, 56, 57, 136, 141, 310"
AV.PEÑA PRIETA-FRANCISCO IGLESIAS,Avda,de,Peña Prieta,13.0,443496.0,4472551.0,T,"8, 113, 141"
SIERRA TOLEDANA-PATIO SANTIAGO,Calle,de,Sierra Toledana,13.0,444140.0,4473018.0,T,"8, 113"
AV.MORATALAZ-PZA.CORR.ALONSO AGUILAR,Avda,de,Moratalaz,14.0,444339.0,4473305.0,T,"8, 20"
Pº CASTELLANA-PZA.DE LIMA,Paseo,de la,Castellana,5.0,441571.0,4478489.0,T,"27, 40, 126, 147, 150"
Pº CASTELLANA-RAFAEL SALGADO,Plaza,de,Manolete,6.0,441540.0,4478624.0,T,"27, 40, 126, 147"
PZA.EMPERADOR CARLOS V,Plaza,del,Emperador Carlos V,1.0,441271.0,4473458.0,T,"27, 34, C03, C1, N12, N15, N17, NC1"
RONDA DE ATOCHA,Ronda,de,Atocha,1.0,440813.0,4473282.0,T,"27, 34, 36, 41, 119, C03, C1, N12, N15, N17, NC1"
PUERTA DE ALCALA,Plaza,de la,Independencia,4.0,441716.0,4474854.0,T,28
CENTRO DE CARGA AEREA 4,Avda, ,Central,21.0,451293.0,4478294.0,T,114
POETA BLAS DE OTERO-Mª TERESA SAENZ HEREDIA,Calle,de,José Luis de Arrese,15.0,444527.0,4475008.0,T,71
VILLUERCAS-BARROS,Calle,de,Villuercas,13.0,443576.0,4469817.0,T,102
ALIANZA-UNANIMIDAD,Calle,de la,Alianza,17.0,441883.0,4467902.0,T,"23, 123"
FCO.VILLAESPESA-EZEQUIEL SOLANA,Calle,de,Francisco Villaespesa,15.0,445525.0,4475815.0,T,"28, N6"
ANTONIA RGUEZ.SACRISTAN-CENTRO DE SALUD,Calle,de,Antonia Rodríguez Sacristán,11.0,436652.0,4469641.0,T,"47, 121, 131"
EMILIO MUÑOZ-MIGUEL YUSTE,Calle,de,Emilio Muñoz,20.0,447253.0,4476337.0,T,28
CRONOS-SAN ROMUALDO,Calle,de,Cronos,20.0,447513.0,4476673.0,T,"28, 153"
PZA.CRONOS,Plaza,de,Cronos,20.0,447636.0,4476960.0,T,"28, 153"
LUCANO-AQUILES,Calle,de,Lucano,20.0,448244.0,4476910.0,T,"140, N5"
CANAL DE BOSFORO-ESFINGE,Calle,del,Canal de Bósforo,20.0,448429.0,4477106.0,T,28
SAN MARIANO-NECTAR,Calle,de,San Mariano,20.0,448207.0,4477204.0,T,"28, 48, N5"
NECTAR-AV.CANILLEJAS,Calle,del,Néctar,20.0,447929.0,4477120.0,T,"28, N5"
PZA.CRONOS,Calle,de,Cronos,20.0,447609.0,4476955.0,T,"28, 153"
CRONOS-SAN ROMUALDO,Calle,de,Cronos,20.0,447489.0,4476660.0,T,"28, 153"
PAYASO FOFO-SIERRA BERMEJA,Calle,del,Payaso Fofó,13.0,444076.0,4471503.0,T,103
PAYASO FOFO-AV.ALBUFERA,Calle,del,Payaso Fofó,13.0,444148.0,4471699.0,T,103
Pº CASTELLANA-MARIA DE MOLINA,Plaza,del,Doctor Marañón,5.0,441565.0,4476851.0,T,"12, 45"
ROBERTO DOMINGO-AV.DONOSTIARRA,Calle,de,Roberto Domingo,4.0,444026.0,4476453.0,T,21
ALCALA-HERMOSILLA,Calle,de,Alcalá,4.0,443016.0,4475478.0,T,"21, 43, 53, 146, N5, N7"
GOYA-PRINCIPE VERGARA,Calle,de,Goya,4.0,442378.0,4475374.0,T,"21, 53"
GOYA-SERRANO,Calle,de,Goya,4.0,441680.0,4475432.0,T,"21, 53"
ISAAC PERAL-FERNANDEZ DE LOS RIOS,Calle,de,Isaac Peral,9.0,439182.0,4476584.0,T,"1, 44, 62, 82, 132, 138, C2, N21"
SERRANO-MARQUES VILLAMAGNA,Calle,de,Serrano,4.0,441817.0,4475871.0,T,"1, 9, 19, 51, 74, N4"
AVDA. AVIACION-MONROY,Avda,de la,Aviación,10.0,433578.0,4470222.0,T,"39, 139, N19"
Pº EXTREMADURA Nº 445,Paseo,de,Extremadura,10.0,433954.0,4471291.0,T,"39, N19"
LUCHANA-FRANCISCO DE ROJAS,Calle,de,Luchana,7.0,440769.0,4476016.0,T,"37, 40, 147"
SEBASTIAN ALVARO,Calle,de,Sebastián Álvaro,10.0,434535.0,4471940.0,T,36
Pº EXTREMADURA-SAN MANUEL,Paseo,de,Extremadura,10.0,435669.0,4472873.0,T,"36, 39, N19"
JUAN DUQUE-MORENO NIETO,Calle,de,Juan Duque,2.0,439058.0,4473930.0,T,"36, 50"
Pº IMPERIAL-GTA.PIRAMIDES,Paseo,de,Imperial,2.0,439434.0,4472768.0,T,"36, 62"
JOAQUIN TURINA-POLVORANCA,Calle,de,Joaquín Turina,11.0,436049.0,4469523.0,T,34
OLIVA DE PLASENCIA-BLAS CABRERA,Calle,de,Oliva de Plasencia,10.0,434314.0,4470344.0,T,34
AV.LAS AGUILAS-CERCANIAS,Avda,del,General Fanjul,10.0,433845.0,4470589.0,T,"17, 34"
PZA.ACHICORIA,Plaza,de,Achicoria,10.0,436885.0,4472892.0,T,31
SEGOVIA-VIRGEN DEL PUERTO,Calle,de,Segovia,2.0,439041.0,4474150.0,T,"31, 50, 65"
DR.ESQUERDO-PZA.CONDE CASAL,Calle,del,Doctor Esquerdo,3.0,443260.0,4473377.0,T,"32, 56, 143, 156"
VALDEBERNARDO-HACIENDA PAVONES,Calle,de,Valdebernardo,14.0,446459.0,4472569.0,T,32
POETA BLAS DE OTERO-Mª TERESA SAENZ HEREDIA,Calle,de,José Luis de Arrese,15.0,444519.0,4474987.0,T,71
PRINCIPE DE VERGARA-AYALA,Calle,de,Ayala,4.0,442447.0,4475653.0,T,"29, 52, N2"
FDEZ.DE LOS RIOS-GUZMAN EL BUENO,Calle,de,Fernández de los Ríos,7.0,439592.0,4476524.0,T,"16, 61"
FDEZ.DE LOS RIOS-MAGALLANES,Calle,de,Fernández de los Ríos,7.0,440331.0,4476472.0,T,"16, 61"
ELOY GONZALO-JUAN DE AUSTRIA,Calle,de,Eloy Gonzalo,7.0,440762.0,4476440.0,T,"16, 61"
SANTA PRISCA,Calle,de,Santa Prisca,15.0,445043.0,4475574.0,T,15
AV.PIO XII-CENTRO COMERCIAL,Avda,de,Pío XII,5.0,442793.0,4479504.0,T,"16, 29, 150, N1"
AV.PIO XII-COMANDANTE FRANCO,Avda,de,Pío XII,5.0,442851.0,4479834.0,T,"16, 29, 150, N1"
AV.PIO XII-NUNCIATURA,Avda,de,Pío XII,5.0,443004.0,4480204.0,T,"16, 150"
AV.PIO XII-CENTRO COMERCIAL,Avda,de,Pío XII,5.0,442774.0,4479514.0,T,"16, 29, 150, N1"
AV.DR.ARCE-PZA.SANTA GEMA,Avda,del,Doctor Arce,5.0,442374.0,4477846.0,T,"16, 19"
FERNANDO EL CATOLICO-MAGALLANES,Calle,de,Fernando el Católico,7.0,440227.0,4476354.0,T,"16, 61"
FERNANDO EL CATOLICO-VALLEHERMOSO,Calle,de,Fernando el Católico,7.0,439969.0,4476381.0,T,"16, 61"
MQUES.DE ZAFRA-MQUES.MONDEJAR,Paseo,del,Marqués de Zafra,4.0,443519.0,4475532.0,T,12
FCO.SILVELA-PZA.M.BECERRA,Calle,de,Francisco Silvela,4.0,443301.0,4475846.0,T,"12, 43, 56, 210, C2"
FCO.SILVELA-AZCONA,Calle,de,Francisco Silvela,4.0,443086.0,4476187.0,T,"12, 56, 210, C2, NC2"
EDUARDO BARREIROS-AV.POBLADOS,Calle,de,Eduardo Barreiros,12.0,441015.0,4469317.0,T,76
AV.PALOMERAS-PUERTO DEL PICO,Avda,de,Palomeras,13.0,445032.0,4470988.0,T,10
EXTREMEÑOS-AV.PABLO NERUDA,Calle,de los,Extremeños,13.0,445267.0,4470943.0,T,"10, N10"
EXTREMEÑOS-AV.RAFAEL ALBERTI,Calle,de los,Extremeños,13.0,445513.0,4470803.0,T,10
RAFAEL ALBERTI-ARAGONESES,Avda,de,Rafael Alberti,13.0,445362.0,4470654.0,T,"10, 144"
VILLALOBOS-LEONESES,Calle,de,Villalobos,13.0,445269.0,4470602.0,T,"10, 144"
RAFAEL ALBERTI-ARAGONESES,Avda,de,Rafael Alberti,13.0,445404.0,4470643.0,T,"10, 144, N10"
AV.PALOMERAS-PUERTO DEL PICO,Avda,de,Palomeras,13.0,445032.0,4471001.0,T,10
AV.PALOMERAS-PEDRO LABORDE,Avda,de,Palomeras,13.0,444885.0,4471063.0,T,10
ARROYO OLIVAR-JESUS JIMENEZ,Calle,del,Arroyo del Olivar,13.0,444588.0,4471297.0,T,10
ARROYO OLIVAR-TTE.MUÑOZ DIAZ,Calle,del,Arroyo del Olivar,13.0,444300.0,4471509.0,T,10
AV.CDAD.BARCELONA-M30,Avda,de la,Ciudad de Barcelona,3.0,443192.0,4472489.0,T,"8, 24, 54, 57, 141"
AV.CDAD.BARCELONA-PACIFICO,Avda,de la,Ciudad de Barcelona,3.0,442883.0,4472706.0,T,"8, 136, 310"
CAVANILLES-DR.ESQUERDO,Calle,de,Cavanilles,3.0,443043.0,4473075.0,T,10
CAVANILLES-PZA.MARIANO CAVIA,Calle,de,Cavanilles,3.0,442565.0,4473371.0,T,10
ENCOMIENDA PALACIOS-PICO ARTILLEROS,Calle,de la,Encomienda de Palacios,14.0,445567.0,4472636.0,T,"8, 20, N8"
ENCOMIENDA DE PALACIOS-ARROYO FONTARRON,Calle,de la,Encomienda de Palacios,14.0,445234.0,4472632.0,T,"8, 20"
ARROYO FONTARRON-CORR.J.FCO.LUJAN,Calle,del,Arroyo Fontarrón,14.0,444947.0,4472844.0,T,8
ARROYO FONTARRON-PZA.ENCUENTRO,Calle,del,Arroyo Fontarrón,14.0,444831.0,4473144.0,T,8
PZA.CORR.ALONSO AGUILAR,Plaza,del,Corregidor Alonso de Aguilar,14.0,444198.0,4473352.0,T,"8, 113"
SIERRA ELVIRA-SIERRA TOLEDANA,Calle,de,Sierra Elvira,13.0,444137.0,4473116.0,T,"8, 113"
SIERRA ELVIRA-JULIAN DEL CERRO,Calle,de,Sierra Elvira,13.0,443858.0,4473095.0,T,"8, 113"
AV.PEÑA PRIETA-PILAR RUEDA,Avda,de,Peña Prieta,13.0,443759.0,4472862.0,T,"8, 113"
MENDEZ ALVARO-PEDRO BOSCH,Calle,de,Méndez Álvaro,2.0,442334.0,4472172.0,T,"8, 102, 152, N11, N13"
MENDEZ ALVARO-COMERCIO,Calle,de,Méndez Álvaro,2.0,442012.0,4472557.0,T,"8, 102, 152, N11, N13"
ANCORA-MENDEZ ALVARO,Calle,de,Áncora,2.0,441666.0,4472905.0,T,"8, 102"
PALOS DE LA FRONTERA-Pº STA.Mª CABEZA,Calle,de,Palos de la Frontera,2.0,441016.0,4472958.0,T,55
PRINCIPE DE VERGARA-MARIA DE MOLINA,Calle,del,Príncipe de Vergara,5.0,442526.0,4476790.0,T,N2
ISLA DE AROSA-ISLAS CIES,Calle,de la,Isla de Arosa,8.0,439337.0,4481676.0,T,"83, 133, N21"
ANTONIO MACHADO-VALDERRODRIGO,Calle,de,Antonio Machado,9.0,439118.0,4480402.0,T,"127, 132, N21"
CESAR MANRIQUE-LA CABRERA,Calle,de,César Manrique,8.0,439046.0,4480646.0,T,"42, 127, 132, N21"
VENTISQUERO CONDESA-C.HERRERA ORIA,Avda,del,Ventisquero de la Condesa,8.0,439512.0,4481862.0,T,"64, N21"
CERRO MINGUETE-VENTISQUERO DE LA CONDESA,Calle,del,Cerro Minguete,8.0,439292.0,4482256.0,T,N21
RAMON GOMEZ SERNA-JULIO CALVO,Calle,de,Ramón Gómez de la Serna,8.0,438869.0,4481763.0,T,49
LOPEZ DE HOYOS-BIOSCA,Calle,de,López de Hoyos,16.0,444883.0,4480342.0,T,"9, 72, N2"
LOPEZ DE HOYOS-GTA.LUIS ROSALES,Calle,de,López de Hoyos,16.0,444607.0,4479952.0,T,"9, 72"
JOAQUIN COSTA-N.MINISTERIOS,Calle,de,Joaquín Costa,5.0,441573.0,4477730.0,T,"7, C2"
Pº CASTELLANA-NUEVOS MINISTERIOS,Paseo,de la,Castellana,7.0,441448.0,4477459.0,T,"7, 14, 27, 40, 147, 150, N22, N24"
ALMAGRO Nº 3,Calle,de,Almagro,7.0,441144.0,4475738.0,T,7
AVDA.LOS ROSALES-ORO,Avda,de,Los Rosales,17.0,442605.0,4467102.0,T,"85, 123"
AV.ROSALES-MATACHEL,Avda,de,Los Rosales,17.0,442381.0,4467459.0,T,"85, 123, N12"
AV.MORATALAZ-PARQUE DARWIN,Avda,de,Moratalaz,14.0,444522.0,4473238.0,T,"8, 20"
ARROYO FONTARRON-E.PALACIOS,Calle,del,Arroyo Fontarrón,14.0,445098.0,4472646.0,T,8
ENCOMIENDA PALACIOS-A.FONTARRON,Calle,de la,Encomienda de Palacios,14.0,445212.0,4472609.0,T,8
ENCOMIENDA PALACIOS-PICO ARTILLEROS,Calle,de la,Encomienda de Palacios,14.0,445556.0,4472627.0,T,"8, N8"
ENCOMIENDA PALACIOS-FTE.CARRANTONA,Calle,de la,Encomienda de Palacios,14.0,445991.0,4472349.0,T,"8, 20"
VALDEBERNARDO-HACIENDA PAVONES,Calle,de,Valdebernardo,14.0,446443.0,4472511.0,T,"8, 20"
ENCOMIENDA PALACIOS-VALDEBERNARDO,Calle,de la,Encomienda de Palacios,14.0,446253.0,4472249.0,T,"8, 20"
SERRANO-GUADIANA,Calle,de,Serrano,5.0,442117.0,4477899.0,T,"7, 51, N1"
Pº DE LA VENTA-PARQUE DE ATRACCIONES,Paseo,de la,Venta,9.0,436246.0,4473608.0,T,33
Pº EXTREMADURA-CARLINA,Paseo,de,Extremadura,10.0,436359.0,4473183.0,T,"33, 65"
RONDA DE VALENCIA,Ronda,de,Valencia,1.0,440580.0,4473200.0,T,"34, 36, 41, 119, C03, C1, N12, N15, NC1"
Pº ACACIAS-RIBERA DE CURTIDORES,Paseo,de las,Acacias,2.0,440125.0,4473034.0,T,"34, 36, 62, 116, 118, 119"
Pº ACACIAS-Pº OLMOS,Paseo,de las,Acacias,2.0,439870.0,4472944.0,T,"34, 36, 62, 116, 118, 119, N12, N15"
GRAL.RICARDOS-GTA.MQUES.VADILLO,Calle,del,General Ricardos,11.0,439246.0,4472290.0,T,"34, 35, 118, 119, N26"
SAINZ DE BARANDA-JUAN ESPLANDIU,Calle,del,Alcalde Sáinz de Baranda,3.0,443610.0,4474615.0,T,15
SAINZ DE BARANDA-NARVAEZ,Calle,del,Alcalde Sáinz de Baranda,3.0,442777.0,4474471.0,T,"15, 215"
NARVAEZ-O´DONNELL,Calle,de,Narváez,3.0,442772.0,4474923.0,T,"15, 26, 61, 63, 215, C2"
ALCALA-PRINCIPE DE VERGARA,Calle,de,Alcalá,4.0,442464.0,4475158.0,T,"15, 146, 152"
NTRA.SRA.FATIMA-EUGENIA DE MONTIJO,Avda,de,Nuestra Señora de Fátima,11.0,436552.0,4470191.0,T,"35, N17"
AV.CARABANCHEL ALTO-GOMEZ ARTECHE,Avda,de,Carabanchel Alto,11.0,436158.0,4469304.0,T,"35, 47, N17"
ALFREDO ALEIX-GOMEZ ARTECHE,Calle,de,Alfredo Aleix,11.0,435747.0,4469087.0,T,"35, 47, N17"
PIQUEÑAS-JACOBEO,Calle,de,Piqueñas,11.0,435483.0,4468991.0,T,"35, 47, N17"
Cº DE LAS CRUCES-MARIANISTAS,Cmno,de las,Cruces,11.0,435562.0,4469213.0,T,"35, 47, N17"
GOMEZ ARTECHE-ALZINA,Calle,de,Gómez de Arteche,11.0,435916.0,4469193.0,T,"35, 47, N17"
NTRA.SRA.FATIMA-EUGENIA DE MONTIJO,Avda,de,Nuestra Señora de Fátima,11.0,436564.0,4470212.0,T,"35, N17"
Pº ALBERTO PALACIOS-JUAN PEÑALVER,Paseo,de,Alberto Palacios,17.0,439512.0,4466417.0,T,"22, 79, N14"
Cº HORMIGUERAS-Cº POZO TIO RAIMUNDO,Cmno,de las,Hormigueras,18.0,445087.0,4469546.0,T,"130, T31"
Pº DELICIAS-TOMAS BRETON,Paseo,de las,Delicias,2.0,441201.0,4472335.0,T,"8, 19, 45, 47, 59, 85, 86, 247"
BENJAMIN PALENCIA-PZA.PEDRO MARCOS,Calle,de,Benjamín Palencia,13.0,445275.0,4471942.0,T,54
BENJAMIN PALENCIA-PZA.PEDRO MARCOS,Plaza,de,Pedro Marcos,13.0,445273.0,4471954.0,T,"54, N10"
DR.FEDERICO RUBIO Nº 1,Avda,del,Doctor Federico Rubio y Galí,6.0,440038.0,4477908.0,T,"44, 127"
ARTURO SORIA-PILAR CAVERO,Calle,de,Arturo Soria,15.0,445225.0,4477645.0,T,21
MARMOLINA-CAMPO DE LA TORRE,Calle,de,Marmolina,19.0,448592.0,4472286.0,T,"100, E3"
CONDE DE PEÑALVER-J.ORTEGA Y GASSET,Calle,del,Conde de Peñalver,4.0,442843.0,4475934.0,T,"26, 61, N3"
Cº VINATEROS-CORR.D.VALDERRABANO,Calle,del,Camino de los Vinateros,14.0,444299.0,4473736.0,T,"30, 32"
MAR DE LAS ANTILLAS-MAR NEGRO,Calle,del,Mar de las Antillas,16.0,445400.0,4480817.0,T,"9, 107, N2"
LOPEZ DE HOYOS-VALDETORRES DEL JARAMA,Calle,de,López de Hoyos,16.0,445056.0,4480600.0,T,"9, 72, N2"
PRINCIPE DE VERGARA-MARIA DE MOLINA,Calle,del,Príncipe de Vergara,4.0,442520.0,4476709.0,T,"29, 52"
GUETARIA-TOLOSA,Calle,de,Guetaria,12.0,439369.0,4469614.0,T,"6, 60"
AV.POBLADOS-AV.RAFAELA YBARRA,Avda,de los,Poblados,12.0,439555.0,4469661.0,T,"6, 60, 116, 121, 131"
AV.RAFAELA YBARRA-CESTONA,Avda,de,Rafaela Ybarra,12.0,439624.0,4469504.0,T,"6, 60, 78, 81, 116, 131, N15"
AV.POBLADOS-Cº VIEJO VILLAVERDE,Avda,de los,Poblados,12.0,439822.0,4469569.0,T,121
LEIZA-AV.RAFAELA YBARRA,Calle,de,Leiza,12.0,439580.0,4469373.0,T,60
AV.POBLADOS-Cº VIEJO VILLAVERDE,Avda,de los,Poblados,12.0,439824.0,4469592.0,T,121
EXTREMEÑOS-AV.RAFAEL ALBERTI,Calle,de los,Extremeños,13.0,445516.0,4470823.0,T,10
AV.BUENOS AIRES-AV.PALOMERAS,Avda,de,Buenos Aires,13.0,444695.0,4471148.0,T,"10, 136"
LOPEZ DE HOYOS-NAVARRO AMANDI,Calle,de,López de Hoyos,16.0,444272.0,4479451.0,T,"9, 72, 73"
LOPEZ DE HOYOS-VALDETORRES DEL JARAMA,Calle,de,López de Hoyos,16.0,445082.0,4480598.0,T,"9, 72, N2"
MAR DE LAS ANTILLAS-ABIZANDA,Calle,del,Mar de las Antillas,16.0,445084.0,4481214.0,T,9
GRAN VIA HORTALEZA-HARO,G.v.,de,Hortaleza,16.0,444894.0,4480046.0,T,87
GUZMAN EL BUENO-CEA BERMUDEZ,Calle,de,Guzmán el Bueno,7.0,439643.0,4476905.0,T,2
ALCALA-LAGASCA,Calle,de,Alcalá,3.0,441945.0,4474861.0,T,"2, 20, 28"
DR.ESQUERDO-JORGE JUAN,Calle,del,Doctor Esquerdo,4.0,443389.0,4475092.0,T,"2, 30, 56, 71, 143, 156"
BAILEN-YESEROS,Calle,de,Bailén,1.0,439550.0,4473946.0,T,"3, 148, M3"
STA.ENGRACIA-PZA.ALONSO MARTINEZ,Calle,de,Santa Engracia,7.0,441091.0,4475743.0,T,"3, N23"
