DENOMINACION,TIPOVIA,PARTICULA,NOMBREVIA,DISTRITO,X,Y,GRADOACCESIBILIDAD,LINEAS
ANTONIO LOPEZ-AMPARO USERA,Calle,de,Antonio López,12.0,440651.0,4471365.0,T,"23, N15"
ANTONIO LOPEZ-MATILDE GAYO,Calle,de,Antonio López,12.0,440535.0,4471499.0,T,23
ANTONIO MACHADO-SINESIO DELGADO,Calle,de,Antonio Machado,9.0,439117.0,4479830.0,T,"126, 127, 132"
ANTONIO MACHADO-SINESIO DELGADO,Calle,de,Antonio Machado,9.0,439124.0,4479900.0,T,"127, 132, N21"
ANTONIO MACHADO-ISLA DE OZA,Calle,de,Antonio Machado,9.0,439047.0,4479630.0,T,"126, 127, 132"
SINESIO DELGADO-ANTONIO MACHADO,Calle,de,Sinesio Delgado,9.0,439176.0,4479918.0,T,126
DIEGO DE LEON-CASTELLO,Calle,de,Diego de León,4.0,442346.0,4476438.0,T,61
EMETERIO CASTAÑOS-ARTURO SORIA,Calle,de,Emeterio Castaños,15.0,443882.0,4479508.0,T,87
CERRO MILANO-AV.GAVIA,Avda,del,Cerro Milano,18.0,447819.0,4468895.0,T,142
CERRO MILANO-AV.GAVIA,Avda,del,Cerro Milano,18.0,447843.0,4468921.0,T,142
ENSANCHE VALLECAS-PEÑARANDA BRACAMONTE,Avda,del,Ensanche de Vallecas,18.0,448417.0,4469068.0,T,145
AV.PIO XII-MARQUES DE TORROJA,Avda,de,Pío XII,5.0,442964.0,4480515.0,T,"14, 16"
GRANJA SAN ILDEFONSO-BATRES,Calle,de,La Granja de San Indefonso,18.0,447410.0,4468883.0,T,142
AVDA. STO. DOMINGO DE LA CALZADA,Avda,de,Santo Domingo de la Calzada,8.0,443696.0,4484200.0,T,"170, T61"
TRAVESIA COSTA BRAVA,Trva,de,Costa Brava,8.0,440780.0,4483189.0,T,178
JACOBEO-LONJA DE LA SEDA,Calle,del,Jacobeo,11.0,435511.0,4468817.0,T,"35, N17"
AV.RAFAELA YBARRA-DOLORES BARRANCO,Avda,de,Rafaela Ybarra,12.0,439729.0,4470658.0,T,"6, 60, 81, N15"
SAN MODESTO-HOSPITAL RAMON Y CAJAL,Calle,de,San Modesto,8.0,441099.0,4482326.0,T,"125, 165, 166"
GREGORIO SANCHEZ HERRAEZ-M40,Calle,de,Gregorio Sánchez Herráez,16.0,446176.0,4481186.0,T,"87, N2"
MANIZALES-ARACATACA,Calle,de,Manizales,16.0,446114.0,4480714.0,T,87
GRAN VIA HORTALEZA-GTA.SANDRO PERTINI,G.v.,de,Hortaleza,16.0,445566.0,4480234.0,T,87
SAN MARTIN DE PORRES-ARTESA DE SEGRE,Calle,de,San Martín de Porres,9.0,438417.0,4480260.0,T,82
MAR DE LAS ANTILLAS-SANTA SUSANA,Calle,del,Mar de las Antillas,16.0,445230.0,4480992.0,T,9
JOAQUIN COSTA-PZA.REP.ARGENTINA,Calle,de,Joaquín Costa,5.0,441939.0,4477673.0,T,"7, C2, NC2"
MIGUEL ANGEL Nº 11,Calle,de,Miguel Ángel,7.0,441468.0,4476525.0,T,"7, 40, 147"
JOAQUÍN COSTA-PZA.REP.ARGENTINA,Calle,de,Joaquín Costa,5.0,442041.0,4477546.0,T,C2
PZA.MANUEL BECERRA-DR. ESQUERDO,Plaza,de,Manuel Becerra,4.0,443367.0,4475649.0,T,"56, 143, 156, C1, E5, NC1"
Cº HORMIGUERAS-CTRA.VILLAVERDE VALLECAS,Calle,de,San Jaime,18.0,446630.0,4470050.0,T,"130, T31"
AV.PQUE.PALOMERAS BAJAS-AHIJONES,Avda,del,Parque de Palomeras Bajas,13.0,444270.0,4470204.0,T,"57, 136, 144"
AV.PABLO NERUDA-VILLALOBOS,Avda,de,Pablo Neruda,13.0,444803.0,4470553.0,T,"57, 144"
MARTINEZ DE LA RIVA-PEÑA FALCONERA,Calle,de,Martínez de la Riva,13.0,443753.0,4471020.0,T,"57, 144, N11"
J.JOSE MTNEZ.SECO-E.MACARENA,Calle,de,Juan José Martínez Seco,17.0,441401.0,4467219.0,T,"85, 123, N13"
RAIMUNDO FDEZ.VILLAVERDE-Pº CASTELLANA,Calle,de,Raimundo Fernández Villaverde,7.0,441421.0,4477710.0,T,"C1, NC1"
AVDA. BUENOS AIRES,Calle,de,Cleopatra,13.0,444668.0,4470613.0,T,136
VALMOJADO Nº 209,Calle,de,Valmojado,10.0,435724.0,4471421.0,T,138
SEPULVEDA-BERLANAS,Calle,de,Sepúlveda,10.0,436248.0,4472885.0,T,138
AVENA-R.BELTRAN ROZPIDE,Calle,de la,Avena,12.0,439337.0,4469949.0,T,78
Pº ALAMEDA OSUNA-RAMBLA,Paseo,de la,Alameda de Osuna,21.0,449669.0,4478674.0,T,"101, 105, 151"
CERRO NEGRO-JATIVA,Calle,del,Cerro Negro,3.0,443162.0,4472315.0,T,"113, 148"
SIERRA TOLEDANA-BALTASAR SANTOS,Calle,de los,Pajaritos,3.0,443096.0,4472831.0,T,141
RAMON PEREZ AYALA-BENJAMIN PALENCIA,Calle,de,Ramón Pérez de Ayala,13.0,444664.0,4472307.0,T,141
PASEO YESERIAS-PARQUE ARGANZUELA,Paseo,de,Yeserías,2.0,440018.0,4472383.0,T,"18, N12"
Pº CHOPERA-PZA.LEGAZPI,Paseo,de la,Chopera,2.0,441050.0,4471658.0,T,"6, 18, 78, 148, N12, N14"
AV.ANDALUCIA-AV.POBLADOS,Avda,de,Andalucía,12.0,441131.0,4469316.0,T,"18, 22, 59, 79, 85, 86, N13, N14"
VERBENA PALOMA-SOTO DEL PARRAL,Avda,de,La Verbena de la Paloma,17.0,440997.0,4467947.0,T,"18, 86"
TOLEDO-LA LATINA,Calle,de,Toledo,1.0,440012.0,4473874.0,T,"2, 17, 18, 23, 35, M3, N26"
ALCALA-AV.MENEDEZ PELAYO,Calle,de,Alcalá,4.0,442317.0,4475050.0,T,"15, 52, 146, N2, N3, N5, N7"
NARVAEZ-O DONNELL,Calle,de,Narváez,3.0,442748.0,4474916.0,T,"15, 26, 61, 63, 215, C1"
SAINZ DE BARANDA-NARVAEZ,Calle,del,Alcalde Sáinz de Baranda,3.0,442787.0,4474444.0,T,"2, 15, 215"
SAINZ DE BARANDA-DR.ESQUERDO,Calle,del,Alcalde Sáinz de Baranda,3.0,443276.0,4474402.0,T,"2, 15, 215"
SAINZ DE BARANDA-MARQUES DE LOZOYA,Calle,del,Alcalde Sáinz de Baranda,3.0,443462.0,4474476.0,T,"15, 215"
AV.MQUES.CORBERA-RICARDO ORTIZ,Avda,del,Marqués de Corbera,15.0,444492.0,4475102.0,T,"15, 28, 110, 210, N6"
AV.MQUES.CORBERA Nº 30,Avda,del,Marqués de Corbera,15.0,444681.0,4475277.0,T,"15, 28, 110, 210, N6"
AV.MQUES.CORBERA Nº 48,Avda,del,Marqués de Corbera,15.0,444833.0,4475424.0,T,"15, 28, 110, 210, N6"
AV.MQUES.CORBERA Nº 49,Avda,del,Marqués de Corbera,15.0,444814.0,4475444.0,T,"15, 28, 110, 210"
AV.MQUES.CORBERA Nº 27,Avda,del,Marqués de Corbera,15.0,444637.0,4475278.0,T,"15, 28, 110, 210, N6"
Pº STA.Mª DE LA CABEZA-PALOS FRONTERA,Paseo,de,Santa María de la Cabeza,2.0,440956.0,4472983.0,T,"6, 59, 85, N14"
CALLE DE EMBAJADORES,Calle,de,Embajadores,2.0,440953.0,4472296.0,T,"59, 85"
PEDROÑERAS-SILVANO,Plaza,de,Andrés Jaúregui,16.0,446733.0,4479544.0,T,120
CALLE DE CARAMUEL,Calle,de,Caramuel,10.0,438150.0,4473284.0,T,119
MAQUEDA-VALMOJADO,Calle,de,Ocaña,10.0,435613.0,4471084.0,T,"31, N26"
GINZO DE LIMIA-GTA.REALES ACADEMIAS,Calle,de,Ginzo de Limia,8.0,440381.0,4481599.0,T,"49, 134"
RIBERA DEL LOIRA-TOMAS REDONDO,Calle,de la,Ribera del Sena,16.0,447001.0,4480163.0,T,104
EMIGRANTES-AREQUIPA,Calle,de los,Emigrantes,16.0,446023.0,4480181.0,T,"112, 153"
NARVÁEZ-AVENIDA FELIPE II,Calle,de,Narváez,4.0,442774.0,4475280.0,T,215
PZA.MANUEL BECERRA-DOCTOR ESQUERDO,Calle,del,Doctor Esquerdo,4.0,443426.0,4475636.0,T,"12, 56, 143, 156, C2, NC2"
AV.RAFAELA YBARRA-R.BELTRAN ROZPIDE,Avda,de,Rafaela Ybarra,12.0,439649.0,4469952.0,T,"6, 60, 81, N15"
ALCALA-PZA.MANUEL BECERRA,Calle,de,Alcalá,4.0,443465.0,4475761.0,T,"21, 38, 53, 106, 110, 146, 210, N5, N7"
PZA.DEL HIDROGENO,Plaza,del,Hidrógeno,12.0,440023.0,4470717.0,T,6
DOLORES BARRANCO-OLVIDO,Calle,de,Dolores Barranco,12.0,440468.0,4470742.0,T,6
SANTUARIO-SAN ANTONIO PADUA,Calle,de,Almendrales,12.0,440692.0,4470940.0,T,"6, 78"
MARIA DE MOLINA-PRINCIPE DE VERGARA,Calle,de,María de Molina,5.0,442568.0,4476750.0,T,12
PZA.DE LEGAZPI-MAESTRO ARBOS,Calle,del,Maestro Arbos,2.0,441113.0,4471559.0,T,"22, 79, 123"
JAIME EL CONQUISTADOR-EUGENIO SELLES,Calle,de,Jaime el Conquistador,2.0,440863.0,4472157.0,T,"6, 78, 148, N14"
JULIAN BESTEIRO-SAN GERMAN,Calle,del,General Varela,6.0,441163.0,4478808.0,T,5
FERROCARRIL Nº 13,Calle,del,Ferrocarril,2.0,441098.0,4472669.0,T,"6, 55, N14"
AVDA. GRAL. PERON,Avda,del,General Perón,6.0,440884.0,4478447.0,T,43
ATOCHA-COSTANILLA DESAMPARADOS,Calle,de,Atocha,1.0,440957.0,4473866.0,T,"6, 26, 32"
GRAL.MTNEZ.CAMPOS-FORTUNY,Paseo,del,General Martínez Campos,7.0,441535.0,4476485.0,T,"7, 16, 40, 61, 147"
PZA.DOCTOR MARAÑON,Plaza,del,Doctor Marañón,5.0,441541.0,4476841.0,T,"7, 14, 27, 40, 147, 150, N22, N24"
AV.DOCTOR ARCE-VELAZQUEZ,Avda,del,Doctor Arce,5.0,442185.0,4477672.0,T,7
VELAZQUEZ Nº 150,Calle,de,Velázquez,5.0,442227.0,4477366.0,T,"16, 19, 51, N1"
AV.DR.ARCE-PZA.SANTA GEMA,Avda,del,Doctor Arce,5.0,442402.0,4477850.0,T,"7, 16, 19, 51, N1"
SERRANO-PRINCIPE VERGARA,Calle,de,Serrano,5.0,442643.0,4478645.0,T,"7, 51"
PRINCIPE DE VERGARA-COLOMBIA,Calle,del,Príncipe de Vergara,5.0,442730.0,4479011.0,T,"7, 16, 29, 51, N1"
ARTURO SORIA 212,Calle,de,Arturo Soria,15.0,443954.0,4479341.0,T,"7, 11, 70"
ARTURO SORIA-MANUEL URIBE,Calle,de,Arturo Soria,15.0,443720.0,4479675.0,T,"7, 70"
ARTURO SORIA-JULIO DANVILA,Calle,de,Arturo Soria,15.0,443566.0,4480490.0,T,"7, 29, 107, N1"
CUEVAS DE ALMANZORA-AV.SAN LUIS,Calle,de,Cuevas de Almanzora,16.0,443888.0,4480747.0,T,"7, N1"
CUEVAS DE ALMANZORA-BACARES,Calle,de,Cuevas de Almanzora,16.0,444095.0,4480944.0,T,"7, 29, 129, N1"
CAMINO DE PERALES Nº 48,Cmno,de,Perales,12.0,441454.0,4470271.0,T,"23, 123, N12"
GRAN VIA-CLAVEL,Calle, ,Gran Vía,1.0,440779.0,4474790.0,T,"1, 1, 2, 74, 146, N16, N18, N19, N20, N21"
CONCEJAL FCO.J.JIMENEZ-BARBERAN Y COLLAR,Calle,del,Concejal Francisco José Jiménez Martín,10.0,436081.0,4472637.0,T,55
COMERCIO Nº 2,Calle,del,Comercio,3.0,442305.0,4473032.0,T,"102, 152, N11, N13"
AV.MENENDEZ PELAYO-O DONNELL,Avda,de,Menéndez Pelayo,4.0,442423.0,4475034.0,T,152
AV.AMERICA-CARTAGENA,Avda,de,América,5.0,443022.0,4476942.0,T,N4
AV.DE LA PESETA-CORONA,Avda,de la,Peseta,11.0,436267.0,4468407.0,T,"35, 118, 155"
MARAVEDI-AV.DE LA PESETA,Calle,del,Maravedí,11.0,436608.0,4468532.0,T,155
VALDETORRES DE JARAMA-TORREGROSA,Calle,de,Valdetorres de Jarama,16.0,445157.0,4480588.0,T,"120, 125, 172, 172SF"
COSTA BRAVA-MONASTERIO HUELGAS,Calle,de,Monasterio de Las Huelgas,8.0,440070.0,4483608.0,T,"134, 170, 178, N23"
COSTA BRAVA-MONASTERIO HUELGAS,Calle,de,Monasterio de Las Huelgas,8.0,440056.0,4483604.0,T,"134, 170, 178, N23"
MONASTERIO HUELGAS-MONASTERIO PAULAR,Calle,de,Monasterio de Las Huelgas,8.0,440211.0,4483886.0,T,"134, 178"
MONASTERIO HUELGAS-MONASTERIO PAULAR,Calle,de,Monasterio de Las Huelgas,8.0,440187.0,4483881.0,T,"134, 170, 178"
AVDA. SANTUARIO DE VALVERDE,Avda,del,Santuario de Valverde,8.0,440035.0,4484149.0,T,"134, 170, 178, N23"
FTE.CARRANTONA-HACIENDA PAVONES,Calle,de la,Fuente Carrantona,14.0,446098.0,4472635.0,T,"142, 144, N8"
CALLE DE FERNANDEZ CARO,Calle,de,Fernández Caro,15.0,445209.0,4477240.0,T,21
CALLE DE FERNANDEZ CARO,Calle,de,Fernández Caro,15.0,445284.0,4477358.0,T,21
JORGE JUAN-PRINCIPE DE VERGARA,Calle,de,Jorge Juan,4.0,442435.0,4475196.0,T,29
GOYA-DR.ESQUERDO,Calle,de,Goya,4.0,443300.0,4475284.0,T,30
DR.ESQUERDO-SAMARIA,Calle,del,Doctor Esquerdo,3.0,443278.0,4474053.0,T,"30, 56, 143, 156, N8"
Cº VINATEROS-ARROYO MEDIA LEGUA,Calle,del,Camino de los Vinateros,14.0,444433.0,4473740.0,T,"30, 32, N8"
ENTREARROYOS,Calle,de,Entre Arroyos,14.0,444530.0,4473477.0,T,"30, 32, N8"
BRAVO MURILLO-ALMANSA,Calle,de,Bravo Murillo,6.0,440425.0,4478037.0,T,"3, 64, 66, 124, 128, N23"
CAPITAN BLANCO ARGIBAY-MULLER,Calle,del,Capitán Blanco Argibay,6.0,440880.0,4479846.0,T,"49, N22"
CARTAGENA-AZCONA,Plaza,de,San Cayetano,4.0,443241.0,4476360.0,T,1
AV.LOS TOREROS-FCO.SILVELA,Avda,de los,Toreros,4.0,443200.0,4476123.0,T,"1, 74"
J.ORTEGA Y GASSET-FCO.SILVELA,Calle,de,José Ortega y Gasset,4.0,443164.0,4475886.0,T,"1, 74"
J.ORTEGA Y GASSET-PZA.MQUES.SALAMANCA,Calle,de,José Ortega y Gasset,4.0,442380.0,4475940.0,T,"1, 74"
SERRANO-GOYA,Calle,de,Serrano,4.0,441756.0,4475447.0,T,"1, 9, 19, 51, 74, N4"
SAN GERMAN-ORENSE,Calle,del,General Yagüe,6.0,441173.0,4478845.0,T,126
PZA.DE SAN AMARO,Plaza,de,San Amaro,6.0,441013.0,4478697.0,T,3
ALCALA-BARQUILLO,Calle,de,Alcalá,1.0,441046.0,4474706.0,T,"1, 1, 2, 74, 146"
GRAN VIA-PZA.ESPAÑA,Calle, ,Gran Vía,1.0,439882.0,4475151.0,T,"3, 46, 74, 75, 148, N16, N18, N19, N20"
PRINCESA Nº 32,Calle,de la,Princesa,1.0,439504.0,4475756.0,T,"1, 1, 44, 133, 138, C1"
PRINCESA-HILARION ESLAVA,Calle,de la,Princesa,7.0,439270.0,4476190.0,T,"1, 1, 44, 133, 138, C1, N21, NC1"
GRAL.PERON-AVIADOR ZORITA,Avda,del,General Perón,6.0,440852.0,4478420.0,T,"3, 43"
PRINCESA Nº 29,Calle,de la,Princesa,9.0,439499.0,4475717.0,T,"1, 1, 2, 44, 133, 138, C2"
ORENSE-PALACIO DE CONGRESOS,Calle,de,Orense,6.0,441177.0,4478535.0,T,"5, 149"
GRAN VIA-ALCALA,Calle, ,Gran Vía,1.0,440959.0,4474700.0,T,"1, 1, 2, 2, 3, 46, 74, 146"
JOAN MARAGALL-PEDRO TEIXEIRA,Calle,del,Capitán Haya,6.0,441403.0,4478623.0,T,149
ESTACION CERCANIAS VILLAVERDE ALTO,Calle,de,Domingo Párraga,17.0,439711.0,4466136.0,T,"22, T41"
DOMINGO PARRAGA-STA. JOAQUINA VEDRUNA,Calle,de,Domingo Párraga,17.0,439386.0,4466192.0,T,"22, T41"
DOMINGO PARRAGA-PºFERROVIARIOS,Calle,de,Piñuécar,17.0,439087.0,4466060.0,T,T41
CIUDAD DE FRIAS-BASCUÑUELOS,Calle,de,Ciudad de Frías,17.0,439460.0,4465703.0,T,T41
CIUDAD DE FRIAS-RESINA,Calle,de,Ciudad de Frías,17.0,439450.0,4465461.0,T,T41
LAGUNA DEL MARQUESADO-AV.REAL DE PINTO,Calle,de la,Laguna del Marquesado,17.0,439718.0,4465226.0,T,T41
RESINA-SAN ERASMO,Calle,de la,Resina,17.0,440153.0,4465472.0,T,T41
AV.VILLA DE VALLECAS-CONGOSTO,Avda,de,Villa de Vallecas,18.0,447674.0,4469181.0,T,142
AVDA.DE LOS ROSALES-MIGUEL SOLAS,Avda,de,Los Rosales,17.0,442529.0,4467210.0,T,"85, 123, N12"
AVDA.LOS ROSALES-MIGUEL SOLAS,Avda,de,Los Rosales,17.0,442513.0,4467279.0,T,"85, 123, N12"
COPERNICO-LADERA ALMENDROS,Calle,de,Copérnico,19.0,447060.0,4472068.0,T,"8, 71"
INDALECIO PRIETO-COPERNICO,Bulv,de,Indalecio Prieto,19.0,447229.0,4472046.0,T,"8, 71"
RIBERA DEL LOIRA Nº 52,Calle,de la,Ribera del Loira,21.0,447582.0,4479357.0,T,104
INDALECIO PRIETO-PZA.DAVILAS,Calle,de los,Juglares,19.0,447526.0,4472848.0,T,8
SIMCA-CENSO,Calle,a,Simca,12.0,440179.0,4468886.0,T,60
ALZOLA-RAFAELA YBARRA,Calle,de,Alzola,12.0,439604.0,4469075.0,T,60
CERRO NEGRO-CALIFORNIA,Calle,del,Cerro Negro,3.0,442997.0,4472115.0,T,"113, 148"
AV.CONSEJO EUROPA-RIBERA DEL LOIRA,Via, ,Ferrocarril,21.0,447896.0,4479174.0,T,"104, 112, 122"
AV.ENSANCHE VALLECAS-CAÑADA DEL SANTISIMO,Avda,del,Ensanche de Vallecas,18.0,449203.0,4468546.0,T,142
AV.ENSANCHE VALLECAS-CAÑADA DEL SANTISIMO,Calle,de,Cañada del Santísimo,18.0,449175.0,4468493.0,T,"142, N9"
AV.ENSANCHE VALLECAS-ANTONIO GADES,Avda,del,Ensanche de Vallecas,18.0,449424.0,4468328.0,T,142
FRANCISCO PI Y MARGALL - ISABEL VALOIS,Avda,de,Francisco Pi y Margall,16.0,444035.0,4482822.0,T,173
FRANCISCO PI Y MARGALL-ISABEL VALOIS,Avda,de,Francisco Pi y Margall,16.0,443995.0,4482798.0,T,"173, N1"
Pº DELICIAS-PZA.LEGAZPI,Paseo,de las,Delicias,2.0,441144.0,4471713.0,T,19
CTRA.CASTILLA-Cº CERRO DEL AGUILA,Cmno,del,Cerro del Águila,9.0,435339.0,4478363.0,T,160
AVDA.MANOTERAS Nº12,Avda,de,Manoteras,16.0,443375.0,4482409.0,T,"174, N1"
BAHIA DE PALMA-BAHIA DE SANTOÑA,Calle,de,Bahía de Pollensa,21.0,449873.0,4479842.0,T,151
AVDA. DE LAS COMUNIDADES,Avda,de las,Comunidades,19.0,447938.0,4472057.0,T,71
AVDA. DE LAS COMUNIDADES,Avda,de las,Comunidades,19.0,448131.0,4471995.0,T,71
MINERVA-MOLINO VIEJO,Calle,de,Minerva,19.0,448667.0,4472119.0,T,71
CEMENTERIO SUR-ENTRADA PRINCIPAL,Calle,de,Ildefonso González Valencia,11.0,438790.0,4469122.0,T,SE702
BARBERAN Y COLLAR-LOS YEBENES,Calle,de,Sepúlveda,10.0,435977.0,4472475.0,T,55
GENERAL MILLÁN ASTRAY FTE.Nº59,Calle,del,General Millán Astray,10.0,435129.0,4469789.0,T,"34, 155, N19"
PRINCIPE DE VERGARA-MARIA DE MOLINA,Calle,del,Príncipe de Vergara,5.0,442503.0,4476779.0,T,"29, 52, N2"
PRINCIPE DE VERGARA-AYALA,Calle,del,Príncipe de Vergara,4.0,442421.0,4475653.0,T,"29, 52, N2"
Pº EXTREMADURA-AV.PORTUGAL,Paseo,de,Extremadura,10.0,437095.0,4473548.0,T,"33, 36, 39, 65, N19"
EUGENIA DE MONTIJO Nº 78,Calle,de,Eugenia de Montijo,11.0,436669.0,4470301.0,T,34
AV.SENECA-MARTIN FIERRO,Avda,de,Séneca,9.0,438169.0,4476512.0,T,"160, 161, A"
MARIA ODIAGA-FEDERICO GRASES,Calle,de,María Odiaga,11.0,436957.0,4469967.0,T,108
LUIS DE HOYOS SAINZ Nº 52,Calle,de,Luis de Hoyos Sáinz,14.0,446006.0,4473069.0,T,"32, N8"
AV.MORATALAZ-PZA.ENCUENTRO,Avda,de,Moratalaz,14.0,444902.0,4473231.0,T,32
AVDA.DEL EURO-PEPION,Avda,del,Euro,11.0,437436.0,4469537.0,T,155
"ARROYO FONTARRON, 301",Calle,del,Arroyo Fontarrón,14.0,445490.0,4472197.0,T,20
VALCARLOS-TIERRA DE MELIDE,Calle,de,Valcarlos,8.0,443913.0,4484332.0,T,N24
PRINCESA-PZA.ESPAÑA,Calle,de la,Princesa,1.0,439726.0,4475340.0,T,"1, 1, 2, 44, 133, 138, C1, N21, NC1"
Pº MARCELINO CAMACHO-ANTOLINA MERINO,Paseo,de,Muñoz Grandes,11.0,437070.0,4471160.0,T,"35, N17"
Pº. VIRGEN DEL PUERTO-RUY GONZALEZ,Paseo,de la,Virgen del Puerto,2.0,438924.0,4473576.0,T,"36, 50, 62"
Pº EXTREMADURA-BATAN,Calle,de,Serafín de Asís,10.0,436324.0,4473218.0,T,"36, 39, 65, N19"
Pº EXTREMADURA-SAN JUAN DE LA MATA,Paseo,de,Extremadura,10.0,435976.0,4473019.0,T,"36, 39, N19"
TOMAS REDONDO-RIBERA DEL LOIRA,Calle,de,Tomás Redondo,16.0,446958.0,4480266.0,T,T11
TOMAS REDONDO-C.E.I.P.JUAN ZARAGÜETA,Calle,de,Tomás Redondo,16.0,446792.0,4480499.0,T,T11
TOMAS REDONDO-C.E.I.P.JUAN ZARAGÜETA,Calle,de,Tomás Redondo,16.0,446788.0,4480490.0,T,T11
TOMAS REDONDO-VIA DE LOS POBLADOS,Calle,de,Tomás Redondo,16.0,446580.0,4480636.0,T,T11
TOMAS REDONDO-VIA DE LOS POBLADOS,Calle,de,Tomás Redondo,16.0,446589.0,4480628.0,T,T11
VIA DE LOS POBLADOS Nº 11,Calle,de,Vía de los Poblados,16.0,446410.0,4480775.0,T,T11
VIA DE LOS POBLADOS Nº 11,Calle,de,Vía de los Poblados,16.0,446401.0,4480767.0,T,T11
VIA DE LOS POBLADOS Nº 3,Calle,de,Vía de los Poblados,16.0,446199.0,4480964.0,T,T11
GREGORIO SANCHEZ HERRAEZ-VIA POBLADOS,Calle,de,Vía de los Poblados,16.0,446102.0,4481098.0,T,T11
ARCAUTE-ARAMAYONA,Calle,de,Arcaute,20.0,451119.0,4477344.0,T,"77, 167, N5"
SANTA IRENE-SAN LAMBERTO,Calle,de,Santa Irene,15.0,444782.0,4474739.0,T,"110, 113, 210"
FUENTE DEL TIRO,Calle,de la,Fuente del Tiro,10.0,433877.0,4470818.0,T,17
FUENTE DEL TIRO - FAUSTINO CORDON,Calle,de la,Fuente del Tiro,10.0,433738.0,4470912.0,T,17
FUENTE DE LIMA Nº 22,Calle,de la,Fuente de Lima,10.0,433717.0,4470739.0,T,17
SAN ANTONIO PADUA-A.SALVADOR,Calle,de,San Antonio de Padua,12.0,440539.0,4471082.0,T,"6, 78"
EVANGELIOS-SANTUARIO,Calle,de los,Evangelios,12.0,440696.0,4470740.0,T,6
DOLORES BARRANCO-JASPE,Calle,de,Dolores Barranco,12.0,440098.0,4470737.0,T,6
PARQUE DE LA PALOMA-CERRO ANGELES,Calle,del,Parque de la Paloma,12.0,439615.0,4470176.0,T,78
GUETARIA-REGIL,Calle,de,Guetaria,12.0,439362.0,4469090.0,T,60
INDALECIO PRIETO-JOSE PRAT,Bulv,de,Indalecio Prieto,19.0,447300.0,4472273.0,T,"8, 71"
AV.CANILLEJAS A VICALVARO-J.Gª BOUTAN,Avda,de,Canillejas a Vicálvaro,20.0,448283.0,4475857.0,T,"48, 167"
RIBERA MANZANARES-SANTA FE,Calle,de la,Ribera del Manzanares,9.0,437770.0,4476061.0,T,"41, 75"
Pº CASTELLANA-GTA.EMILIO CASTELAR,Paseo,de la,Castellana,4.0,441722.0,4476552.0,T,"14, 27, 45, 150, N1, N22, N24"
SAN GERMAN-POETA JOAN MARAGALL,Calle,del,General Yagüe,6.0,441388.0,4478829.0,T,"5, 126"
BATALLA DEL SALADO-PALOS FRONTERA,Calle,de la,Batalla del Salado,2.0,441049.0,4472912.0,T,"8, 19, 45, 47, 86, 247"
EMBAJADORES-PZA.BEATA Mª ANA JESUS,Calle,de,Miguel Arredondo,2.0,441094.0,4472032.0,T,"8, 19, 45, 47, 59, 85, 86, 247"
PEONIAS-GTA.YUCATAN,Calle,de las,Peonías,16.0,447032.0,4478189.0,T,"114, N4"
ALONSO CANO-RIOS ROSAS,Calle,de,Alonso Cano,7.0,440958.0,4477205.0,T,5
LOPEZ DE HOYOS-PANTOJA,Calle,de,López de Hoyos,5.0,443302.0,4477778.0,T,"9, 73, N2"
CNO. POZO DEL TIO RAIMUNDO,Cmno,del,Pozo del Tío Raimundo,18.0,444866.0,4469633.0,T,T31
AV.CDAD.BARCELONA Nº 6,Avda,de la,Ciudad de Barcelona,2.0,441974.0,4473198.0,T,"24, 37, 54, 57, 102, 141"
 LUIS DE HOYOS SAINZ-CENTRO DE SALUD,Calle,de,Luis de Hoyos Sáinz,14.0,446663.0,4472501.0,T,30
Pº IMPERIAL-Pº PONTONES,Paseo,de,Imperial,2.0,439355.0,4473072.0,T,"36, 62"
CONCEPCION JERONIMA,Calle,de,CONCEPCIÓN JERÓNIMA,1.0,440104.0,4474129.0,T,31
PUERTA DE ARGANDA,Calle,de,Lago Michigan,19.0,449521.0,4472666.0,T,4
CTRA.VILLAVERDE A VALLECAS-C.T.M.,Avda,de,Eje Central,18.0,444801.0,4468883.0,T,130
DOCE DE OCTUBRE-NARVAEZ,Calle,del,Doce de Octubre,3.0,442701.0,4474312.0,T,61
NARVAEZ-IBIZA,Calle,de,Narváez,3.0,442755.0,4474642.0,T,"2, 15, 26, 61, 63, 215, C2"
AVENIDA RAFAEL ALBERTI-SAN CLAUDIO,Avda,de,Rafael Alberti,13.0,445998.0,4471630.0,T,54
AVENIDA RAFAEL ALBERTI-SAN CLAUDIO,Avda,de,Rafael Alberti,13.0,445975.0,4471644.0,T,54
DEYANIRA-CAMPEZO,Calle,de,Deyanira,20.0,450623.0,4477259.0,T,"77, N5"
SAMANIEGO-CAMPEZO,Calle,de,Samaniego,20.0,450727.0,4477423.0,T,"77, 167, N5"
SAMANIEGO-CAMPEZO,Calle,de,Samaniego,20.0,450735.0,4477443.0,T,"77, 88, 167, N5"
DEYANIRA Nº61,Calle,de,Deyanira,20.0,450561.0,4477278.0,T,"77, 88, N5"
SAINZ DE BARANDA-MAIQUEZ,Calle,del,Alcalde Sáinz de Baranda,3.0,443023.0,4474450.0,T,"15, 215"
GRAL.RICARDOS-EUGENIA  DE MONTIJO,Calle,del,General Ricardos,11.0,436892.0,4470511.0,T,34
ROSALIA DE CASTRO-G.MISTRAL,Calle,de,Rosalía de Castro,8.0,437912.0,4481903.0,T,67
